Id,category,Item,ImageSrc,PriceTag,validity,item_disclaimer_text,Description,SalesStory,Coupon
480600299,Baby,Pampers 1X Wipes,https://cdn.flippenterprise.net/page_pdf_images/9875078/0c51e91e-590a-11ea-87f4-0e7faade0358/x_large,SALE 2/$4.00¢,"
      Valid March 06, 2020 - March 12, 2020
    ",,"Selected Varieties, 56–72 ct. pkg.",,"{'Id': '527313', 'CouponDetail': 'Save $0.50 Save $0.50 TWO Pampers OR Luvs Wipes 56 ct or higher (excludes trial/travel size).\n                Valid Feb 23, 2020 to Mar 28, 2020\n            ', 'CouponDiscalimer': ""Dealer: Submission to Procter & Gamble signifies compliance with 'Requirements for Proper Coupon Redemption.' Please visit this link for coupon terms for proper redemption: http://www.pg.com/en_US/downloads/partners_suppliers/PG_Coupon_Terms_of_Proper_Redemption.pdf. Limit of one coupon per item. Consumer: Limit ONE coupon per purchase of products and quantities stated. Any other use constitutes fraud. Coupons are not authorized if purchasing products for resale. You may pay sales tax. Not valid in Puerto Rico. Limit of one coupon per household. Digital Coupons and paper coupons may not be combined on the purchase of a single item. Specially marked items, such as Clearance or Manager's Specials may not be eligible for Digital Coupons.""}"
480601621,Baby,Desitin Diaper Cream,https://cdn.flippenterprise.net/page_pdf_images/9875078/161cb4a6-590a-11ea-87f4-0e7faade0358/x_large,,"
      Valid March 06, 2020 - March 12, 2020
    ",,"Selected Varieties, 4–16 oz. pkg.",SALE 50¢ OFF,"{'Id': None, 'CouponDetail': ' ', 'CouponDiscalimer': None}"
480600445,Baby,Happy Baby Pouches,https://cdn.flippenterprise.net/page_pdf_images/9875078/0cddc9ac-590a-11ea-87f4-0e7faade0358/x_large,SALE 10/$10.00¢,"
      Valid March 06, 2020 - March 12, 2020
    ",,"Selected Varieties, 4–4.22 oz. pkg.",,"{'Id': None, 'CouponDetail': ' ', 'CouponDiscalimer': None}"
480599020,"Pharmacy, Health & Beauty",• Crest Toothpaste • Crest Mouthwash • Oral- B Toothbrush • Glide Floss • Fixodent Toothpaste • Garnier Fructis Hair Care,https://cdn.flippenterprise.net/page_pdf_images/9875078/1b9fd9bc-590a-11ea-87f4-0e7faade0358/x_large,SALE 2/$10.00¢,"
      Valid March 06, 2020 - March 12, 2020
    ","See Store for Participating Products (Some Exclusions May
",Selected Varieties and Sizes,,"{'Id': '527317', 'CouponDetail': ""Save $2.00Save $1.00Save $0.50Save $0.50Save $0.50$1.00 OFF Save $2.00 ONE Crest Toothpaste 3 oz or more (excludes Whitening Therapy variants, Gum Variants, Cavity, Regular, Baking Soda, Tartar Control/Protection, F&W Pep Gleem, Kids and trial/travel size).\n                Valid Feb 23, 2020 to Mar 28, 2020\n            Save $1.00 ONE Crest Mouthwash 473 mL (16 oz) or larger (excludes Kids and trial/travel size).\n                Valid Feb 23, 2020 to Mar 28, 2020\n            Save $0.50 ONE Kids Crest Toothpaste 4.2 oz or larger (excludes trial/travel size).\n                Valid Feb 23, 2020 to Mar 28, 2020\n            Save $0.50 ONE Oral-B Kids Manual Toothbrush (excludes trial/travel size).\n                Valid Feb 23, 2020 to Mar 28, 2020\n            Save $0.50 ONE Kid's Crest Mouthwash 500 mL or larger (excludes trial/travel size).\n                Valid Feb 23, 2020 to Mar 28, 2020\n            $1.00 OFF ANY ONE (1) Garnier® Fructis shampoo, conditioner, treatment or styling product (see details for exclusions)\n                Valid Mar 01, 2020 to Mar 22, 2020\n            "", 'CouponDiscalimer': ""Dealer: Submission to Procter & Gamble signifies compliance with 'Requirements for Proper Coupon Redemption.' Please visit this link for coupon terms for proper redemption: http://www.pg.com/en_US/downloads/partners_suppliers/PG_Coupon_Terms_of_Proper_Redemption.pdf. Limit of one coupon per item. Consumer: Limit ONE coupon per purchase of products and quantities stated. Any other use constitutes fraud. Coupons are not authorized if purchasing products for resale. You may pay sales tax. Not valid in Puerto Rico. Limit of one coupon per household. Digital Coupons and paper coupons may not be combined on the purchase of a single item. Specially marked items, such as Clearance or Manager's Specials may not be eligible for Digital Coupons.""}"
480599970,"Pharmacy, Health & Beauty",Stayfree or Carefree,https://cdn.flippenterprise.net/page_pdf_images/9875078/071a114c-590a-11ea-87f4-0e7faade0358/x_large,SALE 2/$6.00¢,"
      Valid March 06, 2020 - March 12, 2020
    ",See Store for Participating Products (Some Exclusions May Apply),Selected Varieties and Sizes,,"{'Id': None, 'CouponDetail': ' ', 'CouponDiscalimer': None}"
480597643,"Pharmacy, Health & Beauty",Secret or Gillette Deodorant,https://cdn.flippenterprise.net/page_pdf_images/9875078/1a6668a4-590a-11ea-87f4-0e7faade0358/x_large,SALE 2/$11.00¢,"
      Valid March 06, 2020 - March 12, 2020
    ","See Store for Participating Products 
",Selected Varieties and Size,,"{'Id': None, 'CouponDetail': ' ', 'CouponDiscalimer': None}"
480598531,"Pharmacy, Health & Beauty","Slimfast Shakes, Snacks, Powder, Keto Creamer or Keto MCT Oil",https://cdn.flippenterprise.net/page_pdf_images/9875078/fea8d502-5909-11ea-87f4-0e7faade0358/x_large,,"
      Valid March 06, 2020 - March 12, 2020
    ","See Store for
",Selected Varieties and Sizes,SALE $1 OFF,"{'Id': '536623', 'CouponDetail': '$1.00 OFF $1.00 OFF on any Two (2) SlimFast Products\n                Valid Mar 04, 2020 to Apr 30, 2020\n            ', 'CouponDiscalimer': 'SlimFast : Consumer and Retailer: LIMIT ONE (1) COUPON PER PURCHASE OF SPECIFIED PRODUCT AND QUANTITY STATED. NOT TO BE COMBINED WITH ANY OTHER COUPON(S). Void if reproduced, altered, copied, sold, purchased, transferred, or exchanged to any person, firm, or group prior to store redemption, or where prohibited, or where prohibited or restricted by law. Any other use constitutes fraud. Consumer: You pay any sales tax. Retailer: SlimFast will reimburse you for the face value of this coupon plus 8c handling if submitted in accordance with SlimFast Coupon Redemption Policy (available upon request). Mail coupons to: SIimFast, P.O. Box 880001, El Paso, TX 88588-0001. Cash Value 1/100 c. No cash back if coupon value exceeds selling price. Valid only in the USA.'}"
480598713,"Pharmacy, Health & Beauty",Nature's Promise Vitamins,https://cdn.flippenterprise.net/page_pdf_images/9875078/ff1fe3f4-5909-11ea-87f4-0e7faade0358/x_large,,"
      Valid March 06, 2020 - March 12, 2020
    ","(Some Exclusions May Apply)
",Selected Varieties and Sizes,SALE BUY 1 GET 1 FREE EQUAL OR LESSER VALUE,"{'Id': None, 'CouponDetail': ' ', 'CouponDiscalimer': None}"
480599194,"Pharmacy, Health & Beauty",Listerine,https://cdn.flippenterprise.net/page_pdf_images/9875078/082bcf94-590a-11ea-87f4-0e7faade0358/x_large,SALE$3.99¢,"
      Valid March 06, 2020 - March 12, 2020
    ","(Some Exclusions May Apply)
",Selected Varieties and Sizes,,"{'Id': None, 'CouponDetail': ' ', 'CouponDiscalimer': None}"
480597269,"Pharmacy, Health & Beauty",Pantene Hair Care,https://cdn.flippenterprise.net/page_pdf_images/9875078/18ae137c-590a-11ea-87f4-0e7faade0358/x_large,SALE 3/$12.00¢,"
      Valid March 06, 2020 - March 12, 2020
    ",See Store for Participating Products (Some Exclusions May Apply),Selected Varieties and Sizes,,"{'Id': None, 'CouponDetail': ' ', 'CouponDiscalimer': None}"
480597408,"Pharmacy, Health & Beauty",Olay Body Wash,https://cdn.flippenterprise.net/page_pdf_images/9875078/f62d3f4e-5909-11ea-87f4-0e7faade0358/x_large,SALE 2/$12.00¢,"
      Valid March 06, 2020 - March 12, 2020
    ",,"Selected Varieties, 13.5–22 fl. oz. btl.",,"{'Id': '527420', 'CouponDetail': 'Save $1.00 Save $1.00 ONE Olay Bar (4 ct or larger) Body Wash, In-Shower Body Lotion OR Hand and Body Lotion (excludes trial/travel size).\n                Valid Feb 23, 2020 to Mar 28, 2020\n            ', 'CouponDiscalimer': ""Dealer: Submission to Procter & Gamble signifies compliance with 'Requirements for Proper Coupon Redemption.' Please visit this link for coupon terms for proper redemption: http://www.pg.com/en_US/downloads/partners_suppliers/PG_Coupon_Terms_of_Proper_Redemption.pdf. Limit of one coupon per item. Consumer: Limit ONE coupon per purchase of products and quantities stated. Any other use constitutes fraud. Coupons are not authorized if purchasing products for resale. You may pay sales tax. Not valid in Puerto Rico. Limit of one coupon per household. Digital Coupons and paper coupons may not be combined on the purchase of a single item. Specially marked items, such as Clearance or Manager's Specials may not be eligible for Digital Coupons.""}"
480598874,"Pharmacy, Health & Beauty","Nivea, Eucerin or Aquaphor",https://cdn.flippenterprise.net/page_pdf_images/9875078/ef8673ae-5909-11ea-87f4-0e7faade0358/x_large,,"
      Valid March 06, 2020 - March 12, 2020
    ","See Store for Participating Products
",Selected Varieties and Sizes,SALE 25% OFF,"{'Id': None, 'CouponDetail': ' ', 'CouponDiscalimer': None}"
480598381,"Pharmacy, Health & Beauty",Neutrogena Skin or Sun Care,https://cdn.flippenterprise.net/page_pdf_images/9875078/f5017478-5909-11ea-87f4-0e7faade0358/x_large,,"
      Valid March 06, 2020 - March 12, 2020
    ",See Store for Participating Products (Some Exclusions May Apply),Selected Varieties and Sizes,SALE $1 OFF,"{'Id': None, 'CouponDetail': ' ', 'CouponDiscalimer': None}"
480598214,"Pharmacy, Health & Beauty",Gillette Shave Gel,https://cdn.flippenterprise.net/page_items/186165421/1583269560/extra_large.jpg,,"
      Valid March 06, 2020 - March 12, 2020
    ",See Store for Participating Products (Some Exclusions May Apply),Selected Varieties and Sizes,SALE $1 OFF,"{'Id': None, 'CouponDetail': ' ', 'CouponDiscalimer': None}"
480607205,"Pharmacy, Health & Beauty",Halls Cough Drops,https://cdn.flippenterprise.net/page_pdf_images/9875079/11c4feea-590a-11ea-a506-0edc53c25ee6/x_large,SALE 2/$4.00¢,"
      Valid March 06, 2020 - March 12, 2020
    ","Only with your Stop & Shop card or registered phone number! In a single transaction 3/6-3/12/20.
","Selected Varieties and Sizes,
",SAVE $3 when you buy spend $15 on participating products,"{'Id': None, 'CouponDetail': ' ', 'CouponDiscalimer': None}"
480599796,"Pharmacy, Health & Beauty",Ensure,https://cdn.flippenterprise.net/page_pdf_images/9875078/0641ad0c-590a-11ea-87f4-0e7faade0358/x_large,SALE$7.99¢,"
      Valid March 06, 2020 - March 12, 2020
    ",See Store for Participating Products (Some Exclusions May Apply),Selected Varieties and Sizes,,"{'Id': None, 'CouponDetail': ' ', 'CouponDiscalimer': None}"
480584310,"Pharmacy, Health & Beauty",Dove Bar Soap,https://cdn.flippenterprise.net/page_pdf_images/9875073/18fc8228-590a-11ea-94b8-0ec6e2beadde/x_large,SALE$6.99¢,"
      Valid March 06, 2020 - March 12, 2020
    ",,6 ct. pkg.,,"{'Id': None, 'CouponDetail': ' ', 'CouponDiscalimer': None}"
480584661,"Pharmacy, Health & Beauty",Clif Z Bars,https://cdn.flippenterprise.net/page_pdf_images/9875073/19f7ca20-590a-11ea-94b8-0ec6e2beadde/x_large,SALE 2/$12.00¢,"
      Valid March 06, 2020 - March 12, 2020
    ",,"Selected Varieties, 12 ct. box",,"{'Id': None, 'CouponDetail': ' ', 'CouponDiscalimer': None}"
480599471,"Pharmacy, Health & Beauty",Claritin,https://cdn.flippenterprise.net/page_pdf_images/9875078/05819ab2-590a-11ea-87f4-0e7faade0358/x_large,,"
      Valid March 06, 2020 - March 12, 2020
    ",(Some Exclusions May Apply),"Selected Varieties and Sizes,
",SALE $1 OFF,"{'Id': None, 'CouponDetail': ' ', 'CouponDiscalimer': None}"
480598013,"Pharmacy, Health & Beauty",Always Discreet,https://cdn.flippenterprise.net/page_pdf_images/9875078/19701594-590a-11ea-87f4-0e7faade0358/x_large,SALE 2/$10.00¢,"
      Valid March 06, 2020 - March 12, 2020
    ",(Some Exclusions May Apply),"Selected Varieties and Sizes, See Store for Participating
",,"{'Id': '527360', 'CouponDetail': 'Save $5.00 Save $5.00 TWO Always DISCREET Incontinence Products (excludes 24 ct and 26 ct Always Discreet Liners and other Always Products and trial/travel size).\n                Valid Feb 23, 2020 to Mar 28, 2020\n            ', 'CouponDiscalimer': ""Dealer: Submission to Procter & Gamble signifies compliance with 'Requirements for Proper Coupon Redemption.' Please visit this link for coupon terms for proper redemption: http://www.pg.com/en_US/downloads/partners_suppliers/PG_Coupon_Terms_of_Proper_Redemption.pdf. Limit of one coupon per item. Consumer: Limit ONE coupon per purchase of products and quantities stated. Any other use constitutes fraud. Coupons are not authorized if purchasing products for resale. You may pay sales tax. Not valid in Puerto Rico. Limit of one coupon per household. Digital Coupons and paper coupons may not be combined on the purchase of a single item. Specially marked items, such as Clearance or Manager's Specials may not be eligible for Digital Coupons.""}"
480599624,"Pharmacy, Health & Beauty",Dial 2-in-1 Foaming Hand Wash,https://cdn.flippenterprise.net/page_pdf_images/9875078/eec22404-5909-11ea-87f4-0e7faade0358/x_large,SALE 2/$5.00¢,"
      Valid March 06, 2020 - March 12, 2020
    ",,"Selected Varieties, 7.5 fl. oz. btl.",,"{'Id': None, 'CouponDetail': ' ', 'CouponDiscalimer': None}"
480599356,"Pharmacy, Health & Beauty",Alcon Eye Care,https://cdn.flippenterprise.net/page_pdf_images/9875078/0793faa2-590a-11ea-87f4-0e7faade0358/x_large,,"
      Valid March 06, 2020 - March 12, 2020
    ","(Some Exclusions May Apply)
",Selected Varieties and Sizes,BUY 1 GET 1 50% OFF OF EQUAL OR LESSER VALUE,"{'Id': None, 'CouponDetail': ' ', 'CouponDiscalimer': None}"
480597826,"Pharmacy, Health & Beauty",Always Pads or Tampax Tampons,https://cdn.flippenterprise.net/page_pdf_images/9875078/1a37c3b4-590a-11ea-87f4-0e7faade0358/x_large,SALE$6.99¢,"
      Valid March 06, 2020 - March 12, 2020
    ","See Store for Participating
",Selected Varieties and Sizes,,"{'Id': '527290', 'CouponDetail': 'Save $1.00Save $1.00 Save $1.00 ONE Always Radiant, Infinity, PURE, Ultra, OR Maxi Pads 10 ct OR higher (excludes Always Liners and Always Discreet).\n                Valid Feb 23, 2020 to Mar 28, 2020\n            Save $1.00 ONE Tampax Pearl, Radiant OR PURE Tampons (14 ct or higher).\n                Valid Feb 23, 2020 to Mar 28, 2020\n            ', 'CouponDiscalimer': ""Dealer: Submission to Procter & Gamble signifies compliance with 'Requirements for Proper Coupon Redemption.' Please visit this link for coupon terms for proper redemption: http://www.pg.com/en_US/downloads/partners_suppliers/PG_Coupon_Terms_of_Proper_Redemption.pdf. Limit of one coupon per item. Consumer: Limit ONE coupon per purchase of products and quantities stated. Any other use constitutes fraud. Coupons are not authorized if purchasing products for resale. You may pay sales tax. Not valid in Puerto Rico. Limit of one coupon per household. Digital Coupons and paper coupons may not be combined on the purchase of a single item. Specially marked items, such as Clearance or Manager's Specials may not be eligible for Digital Coupons.""}"
480605438,Pets,Sheba Wet Cat Food or Cesar Wet Dog Food Multipack,https://cdn.flippenterprise.net/page_pdf_images/9875079/0752fa3e-590a-11ea-a506-0edc53c25ee6/x_large,,"
      Valid March 06, 2020 - March 12, 2020
    ",,Selected Varieties,SALE $1 OFF,"{'Id': None, 'CouponDetail': ' ', 'CouponDiscalimer': None}"
480605092,Pets,PURINA Friskies Wet Cat Food,https://cdn.flippenterprise.net/page_items/186163765/1583269577/extra_large.jpg,SALE 10/$5.50¢,"
      Valid March 06, 2020 - March 12, 2020
    ",,"Selected Varieties, 5.5 oz. can 
",,"{'Id': None, 'CouponDetail': ' ', 'CouponDiscalimer': None}"
480584160,Pets,Cadet Dog Treats,https://cdn.flippenterprise.net/page_pdf_images/9875073/1869f0e8-590a-11ea-94b8-0ec6e2beadde/x_large,SALE$10.99¢,"
      Valid March 06, 2020 - March 12, 2020
    ",,"Selected Varieties, 12–14 oz. pkg.",,"{'Id': None, 'CouponDetail': ' ', 'CouponDiscalimer': None}"
480605783,Pets,Blue Buffalo Dog Treats,https://cdn.flippenterprise.net/page_pdf_images/9875079/09dda790-590a-11ea-a506-0edc53c25ee6/x_large,,"
      Valid March 06, 2020 - March 12, 2020
    ",,"Selected Varieties, 9–16 oz. pkg.",SALE $1 OFF,"{'Id': None, 'CouponDetail': ' ', 'CouponDiscalimer': None}"
480605261,Pets,Beneful Dry Dog Food,https://cdn.flippenterprise.net/page_pdf_images/9875079/05f06c6c-590a-11ea-a506-0edc53c25ee6/x_large,SALE$13.99¢,"
      Valid March 06, 2020 - March 12, 2020
    ",,"Selected Varieties, 14–15.5 lb. bag",,"{'Id': None, 'CouponDetail': ' ', 'CouponDiscalimer': None}"
481991828,Pets,BLUE Dog Treats,https://cdn.flippenterprise.net/page_items/186650615/1583269559/extra_large.jpg,,"
      Valid March 06, 2020 - March 12, 2020
    ",excluding BLUE bones,,SAVE $1.00,"{'Id': None, 'CouponDetail': ' ', 'CouponDiscalimer': None}"
481991833,Pets,BLUE Dental Bones,https://cdn.flippenterprise.net/page_items/186650616/1583269563/extra_large.jpg,,"
      Valid March 06, 2020 - March 12, 2020
    ",,,SAVE $2.00 on any BLUE Dental Bones 12oz.,"{'Id': None, 'CouponDetail': ' ', 'CouponDiscalimer': None}"
480613738,Deli,Taste of Inspirations Hummus,https://cdn.flippenterprise.net/page_pdf_images/9875082/1173c96c-590a-11ea-b8be-0ec6e2beadde/x_large,2/$7.00¢,"
      Valid March 06, 2020 - March 12, 2020
    ",,"All Varieties, 10 oz. pkg.",,"{'Id': None, 'CouponDetail': ' ', 'CouponDiscalimer': None}"
480611335,Deli,TGI Fridays Appetizers,https://cdn.flippenterprise.net/page_pdf_images/9875081/1cd05bfe-590a-11ea-8e04-0ec6e2beadde/x_large,SALE 2/$6.00¢,"
      Valid March 06, 2020 - March 12, 2020
    ","Quantities fewer than 4 $2.99/ea.
","Frozen, Selected Varieties, 7.6–11 oz. pkg.",SAVE $5 when you buy 5 on participating products,"{'Id': None, 'CouponDetail': ' ', 'CouponDiscalimer': None}"
480612255,Deli,"Stouffer's Bowl Fulls, Satisfying Servings or Fit Kitchen Bowls",https://cdn.flippenterprise.net/page_pdf_images/9875081/1eeda3a6-590a-11ea-8e04-0ec6e2beadde/x_large,SALE 3/$10.00¢,"
      Valid March 06, 2020 - March 12, 2020
    ",Only with your Stop & Shop card or registered phone number! In a single transaction from 3/6-3/12/20.,"Frozen, Selected Varieties,
",SAVE $5 when you buy 5 participating products,"{'Id': None, 'CouponDetail': ' ', 'CouponDiscalimer': None}"
480577593,Deli,Stop & Shop Perfectly Roasted Turkey Breast,https://cdn.flippenterprise.net/page_pdf_images/9875071/03861ab2-590a-11ea-8512-0efae983d694/x_large,SALE$6.49¢/lb.,"
      Valid March 06, 2020 - March 12, 2020
    ",,"Sliced to Order or Prepackaged for
",,"{'Id': None, 'CouponDetail': ' ', 'CouponDiscalimer': None}"
